id,nenshu,"name",rating,rating_count,"daily_hours_worked","created_at","updated_at"
3950,425,"株式会社エスエスアイ",76,2,"9-10","2016-11-08 23:21:52","2016-11-08 23:21:52"
3951,500,"有限会社ＳＩＭＯＮＥ",76,2,"9-10","2016-11-08 23:21:52","2016-11-08 23:21:52"
3954,350,"株式会社ビッグエムズワイ",76,2,"8-9","2016-11-08 23:21:52","2016-11-08 23:21:52"
3955,550,"株式会社ライドシステム",76,2,"10-11","2016-11-08 23:21:52","2016-11-08 23:21:52"
3956,450,"株式会社ナレッジバンク",76,2,"9-10","2016-11-08 23:21:52","2016-11-08 23:21:52"
3960,550,"アイ・ネット・リリー・コーポレーション株式会社",75,2,"9-10","2016-11-08 23:21:53","2016-11-08 23:21:53"
3970,750,"ウェザー・サービス株式会社",75,2,"8-9","2016-11-08 23:21:54","2016-11-08 23:21:54"
3978,850,"株式会社ジャパン・エモーション",75,2,"8-9","2016-11-08 23:21:55","2016-11-08 23:21:55"
3980,550,"株式会社富士通岡山システムエンジニアリング",75,2,"9-10","2016-11-08 23:21:55","2016-11-08 23:21:55"
3981,450,"株式会社ブランディング",75,2,"9-10","2016-11-08 23:21:55","2016-11-08 23:21:55"
3982,750,"株式会社CYNK",74,2,"8-9","2016-11-08 23:21:55","2016-11-08 23:21:55"
3983,850,"株式会社ウィンキューブホールディングス",74,2,"10-11","2016-11-08 23:21:55","2016-11-08 23:21:55"
3985,400,"大和通信株式会社",74,2,"9-10","2016-11-08 23:21:56","2016-11-08 23:21:56"
3987,400,"ファイブスターズゲーム株式会社",74,2,"8-9","2016-11-08 23:21:56","2016-11-08 23:21:56"
3992,417,"株式会社ティーエスネット",74,2,"8-9","2016-11-08 23:21:56","2016-11-08 23:21:56"
3999,450,"株式会社SAKURUG",74,2,"8-9","2016-11-08 23:21:57","2016-11-08 23:21:57"
4000,350,"株式会社クリエイティブリソースインスティチュート",74,2,"9-10","2016-11-08 23:21:57","2016-11-08 23:21:57"
4012,450,"ターナージャパン株式会社",74,2,"8-9","2016-11-08 23:22:00","2016-11-08 23:22:00"
4014,350,"クレスリー株式会社",74,2,"8-9","2016-11-08 23:22:00","2016-11-08 23:22:00"
4015,1050,"マーキュリープロジェクトオフィス株式会社",74,2,"8-9","2016-11-08 23:22:00","2016-11-08 23:22:00"
4017,550,"株式会社フルキャストテレマーケティング",73,2,"9-10","2016-11-08 23:22:00","2016-11-08 23:22:00"
4023,583,"株式会社エム・ディ・シー",73,2,"9-10","2016-11-08 23:22:01","2016-11-08 23:22:01"
4030,450,"株式会社フリーダム",73,4,"10-11","2016-11-08 23:22:02","2016-11-08 23:22:02"
4040,350,"シスメット株式会社",73,2,"10-11","2016-11-08 23:22:03","2016-11-08 23:22:03"
4041,350,"株式会社イーエムテイ",73,2,"10-11","2016-11-08 23:22:03","2016-11-08 23:22:03"
4042,350,"株式会社静岡ユーザック",73,2,"9-10","2016-11-08 23:22:03","2016-11-08 23:22:03"
4044,450,"株式会社アスタスタ",72,2,"9-10","2016-11-08 23:22:03","2016-11-08 23:22:03"
4061,1050,"アバイドソリューション株式会社",72,2,"8-9","2016-11-08 23:22:06","2016-11-08 23:22:06"
4067,350,"株式会社インボイス",72,3,"8-9","2016-11-08 23:22:08","2016-11-08 23:22:08"
4069,350,"ハニカムウエア株式会社",72,2,"8-9","2016-11-08 23:22:08","2016-11-08 23:22:08"
4070,750,"株式会社エスエフシー",72,2,"9-10","2016-11-08 23:22:08","2016-11-08 23:22:08"
4078,350,"英語タウン・ドット・コム株式会社",72,2,"9-10","2016-11-08 23:22:09","2016-11-08 23:22:09"
4080,450,"株式会社メディアクリエイト",72,2,"10-11","2016-11-08 23:22:10","2016-11-08 23:22:10"
4082,450,"株式会社ワンストップ・イノベーション",71,2,"10-11","2016-11-08 23:22:10","2016-11-08 23:22:10"
4096,550,"AJ・Flat株式会社",71,2,"9-10","2016-11-08 23:22:12","2016-11-08 23:22:12"
4104,450,"株式会社エムロード",71,2,"8-9","2016-11-08 23:22:13","2016-11-08 23:22:13"
4105,350,"METHOD IT K.K. (メソッドIT 株式会社)",71,2,"10-11","2016-11-08 23:22:13","2016-11-08 23:22:13"
4112,350,"有限会社ミトリ",71,2,"8-9","2016-11-08 23:22:13","2016-11-08 23:22:13"
4113,450,"株式会社フェーズワン",71,2,"8-9","2016-11-08 23:22:14","2016-11-08 23:22:14"
4114,350,"エヌ・ティ・ティ・システム技研株式会社",71,2,"9-10","2016-11-08 23:22:14","2016-11-08 23:22:14"
4115,450,"株式会社フォウカス",71,2,"10-11","2016-11-08 23:22:14","2016-11-08 23:22:14"
4116,450,"株式会社富士通北海道システムズ",71,2,"10-11","2016-11-08 23:22:14","2016-11-08 23:22:14"
4134,450,"ダータワーズジャパン株式会社",70,2,"10-11","2016-11-08 23:22:17","2016-11-08 23:22:17"
4142,450,"株式会社ネットランド",70,2,"10-11","2016-11-08 23:22:20","2016-11-08 23:22:20"
4143,550,"株式会社グロービクス",70,2,"8-9","2016-11-08 23:22:20","2016-11-08 23:22:20"
4144,350,"ＳＴＣ株式会社",70,2,"10-11","2016-11-08 23:22:20","2016-11-08 23:22:20"
4146,550,"ｅ－まちタウン株式会社",70,2,"8-9","2016-11-08 23:22:21","2016-11-08 23:22:21"
4149,550,"ＮＳＤビジネスサービス株式会社",69,2,"8-9","2016-11-08 23:22:22","2016-11-08 23:22:22"
4153,350,"株式会社ホライズン・データ・ワークス",69,2,"8-9","2016-11-08 23:22:23","2016-11-08 23:22:23"
4162,350,"株式会社オッズファクトリー",69,2,"8-9","2016-11-08 23:22:24","2016-11-08 23:22:24"
4168,550,"Rapyuta Robotics株式会社",69,2,"8-9","2016-11-08 23:22:25","2016-11-08 23:22:25"
4172,350,"株式会社フォルテ",69,2,"8-9","2016-11-08 23:22:25","2016-11-08 23:22:25"
4173,350,"ポッピンゲームズジャパン株式会社",69,2,"8-9","2016-11-08 23:22:25","2016-11-08 23:22:25"
4174,350,"株式会社アテラ",69,2,"9-10","2016-11-08 23:22:25","2016-11-08 23:22:25"
4175,550,"株式会社システムリンクス",69,2,"8-9","2016-11-08 23:22:26","2016-11-08 23:22:26"
4177,450,"株式会社バサラ",69,2,"9-10","2016-11-08 23:22:26","2016-11-08 23:22:26"
4178,550,"株式会社ウイスターエレクトロニクス",69,2,"8-9","2016-11-08 23:22:26","2016-11-08 23:22:26"
4179,350,"株式会社東京ステップ",69,2,"10-11","2016-11-08 23:22:26","2016-11-08 23:22:26"
4180,350,"マッチングワールド株式会社",69,2,"9-10","2016-11-08 23:22:26","2016-11-08 23:22:26"
4185,425,"クロスフィニティ株式会社",68,2,"9-10","2016-11-08 23:22:27","2016-11-08 23:22:27"
4186,350,"株式会社アイスタンダード",68,2,"9-10","2016-11-08 23:22:27","2016-11-08 23:22:27"
4197,450,"株式会社クラスコンピュータ",68,1,"8-9","2016-11-08 23:22:29","2016-11-08 23:22:29"
4200,450,"株式会社ケムコ",68,2,"9-10","2016-11-08 23:22:29","2016-11-08 23:22:29"
4201,350,"中文産業株式会社",68,2,"8-9","2016-11-08 23:22:29","2016-11-08 23:22:29"
4202,650,"株式会社ジーニアス",68,2,"8-9","2016-11-08 23:22:30","2016-11-08 23:22:30"
4204,450,"株式会社システム・アイ",67,2,"10-11","2016-11-08 23:22:31","2016-11-08 23:22:31"
4205,450,"サイエンス・テクノロジー・システムズ株式会社",67,2,"10-11","2016-11-08 23:22:31","2016-11-08 23:22:31"
4207,750,"株式会社ネクストジェン",67,2,"10-11","2016-11-08 23:22:31","2016-11-08 23:22:31"
4209,350,"株式会社インフィニ",67,2,"9-10","2016-11-08 23:22:31","2016-11-08 23:22:31"
4213,350,"株式会社IMソリューション",67,2,"9-10","2016-11-08 23:22:32","2016-11-08 23:22:32"
4217,350,"株式会社スリーツービー・ワン",67,2,"8-9","2016-11-08 23:22:33","2016-11-08 23:22:33"
4218,450,"株式会社エリッQoo",67,2,"8-9","2016-11-08 23:22:33","2016-11-08 23:22:33"
4220,350,"株式会社ＨＢＢ",67,2,"10-11","2016-11-08 23:22:33","2016-11-08 23:22:33"
4221,350,"株式会社ゼロスタートコミュニケーションズ",67,2,"10-11","2016-11-08 23:22:33","2016-11-08 23:22:33"
4222,450,"株式会社アイリンク",67,2,"9-10","2016-11-08 23:22:33","2016-11-08 23:22:33"
4224,450,"株式会社ジャム",67,2,"10-11","2016-11-08 23:22:34","2016-11-08 23:22:34"
4225,450,"株式会社クリスタルナイスコーポレーション",67,2,"8-9","2016-11-08 23:22:34","2016-11-08 23:22:34"
4226,350,"チェスコムインターナショナル株式会社",67,2,"8-9","2016-11-08 23:22:34","2016-11-08 23:22:34"
4227,350,"株式会社ダイナ",67,2,"8-9","2016-11-08 23:22:34","2016-11-08 23:22:34"
4228,450,"株式会社ピー・アール・オー",67,2,"8-9","2016-11-08 23:22:35","2016-11-08 23:22:35"
4229,350,"サンテク株式会社",67,2,"8-9","2016-11-08 23:22:35","2016-11-08 23:22:35"
4230,600,"日本ユニシス株式会社",66,2,"9-10","2016-11-08 23:22:35","2016-11-08 23:22:35"
4232,325,"株式会社ブランジスタ",66,2,"10-11","2016-11-08 23:22:37","2016-11-08 23:22:37"
4234,400,"クアドラングル株式会社",66,2,"9-10","2016-11-08 23:22:37","2016-11-08 23:22:37"
4236,350,"クリエイティブソリューション株式会社",66,2,"8-9","2016-11-08 23:22:37","2016-11-08 23:22:37"
4237,600,"株式会社ネットウォーカー",66,2,"8-9","2016-11-08 23:22:37","2016-11-08 23:22:37"
4244,450,"株式会社G.S.A",66,2,"8-9","2016-11-08 23:22:38","2016-11-08 23:22:38"
4247,450,"三友国際株式会社",66,2,"8-9","2016-11-08 23:22:39","2016-11-08 23:22:39"
4249,300,"株式会社トーテック",66,2,"9-10","2016-11-08 23:22:39","2016-11-08 23:22:39"
4250,550,"株式会社リブスター",66,2,"8-9","2016-11-08 23:22:39","2016-11-08 23:22:39"
4251,350,"株式会社オリコオート東京",66,2,"9-10","2016-11-08 23:22:39","2016-11-08 23:22:39"
4254,450,"株式会社フォワードネットワーク",66,2,"8-9","2016-11-08 23:22:41","2016-11-08 23:22:41"
4256,550,"株式会社テラサービス",66,2,"10-11","2016-11-08 23:22:41","2016-11-08 23:22:41"
4259,450,"株式会社創英",66,2,"8-9","2016-11-08 23:22:41","2016-11-08 23:22:41"
4261,550,"株式会社タツモト",66,2,"9-10","2016-11-08 23:22:41","2016-11-08 23:22:41"
4262,350,"株式会社システム・フォース",66,2,"9-10","2016-11-08 23:22:42","2016-11-08 23:22:42"
4263,550,"株式会社ＭＳＴコーポレーション",66,2,"9-10","2016-11-08 23:22:42","2016-11-08 23:22:42"
4264,450,"株式会社ブレインコンサルティングオフィス",66,2,"10-11","2016-11-08 23:22:42","2016-11-08 23:22:42"
4265,850,"富士通",65,2,"8-9","2016-11-08 23:22:42","2016-11-08 23:22:42"
4269,350,"株式会社Best Creation",65,2,"9-10","2016-11-08 23:22:43","2016-11-08 23:22:43"
4272,350,"株式会社ソフィアシステムズ",65,2,"9-10","2016-11-08 23:22:43","2016-11-08 23:22:43"
4273,650,"有限会社アルティネット",65,2,"8-9","2016-11-08 23:22:43","2016-11-08 23:22:43"
4274,350,"株式会社アラウダ",65,2,"9-10","2016-11-08 23:22:44","2016-11-08 23:22:44"
4275,400,"株式会社インタースペース",65,2,"9-10","2016-11-08 23:22:44","2016-11-08 23:22:44"
4276,450,"株式会社オーバルネクスト",65,2,"8-9","2016-11-08 23:22:44","2016-11-08 23:22:44"
4278,450,"株式会社インターコネクト",65,1,"10-11","2016-11-08 23:22:44","2016-11-08 23:22:44"
4280,450,"アラン株式会社",65,2,"9-10","2016-11-08 23:22:44","2016-11-08 23:22:44"
4281,450,"三友システム株式会社",65,2,"10-11","2016-11-08 23:22:45","2016-11-08 23:22:45"
4283,450,"キヤノンソフト情報システム株式会社",64,2,"8-9","2016-11-08 23:22:45","2016-11-08 23:22:45"
4284,400,"株式会社陽光",64,2,"9-10","2016-11-08 23:22:45","2016-11-08 23:22:45"
4285,700,"プレミアコンファレンシング株式会社",64,2,"8-9","2016-11-08 23:22:45","2016-11-08 23:22:45"
4286,350,"株式会社エルモス",64,2,"8-9","2016-11-08 23:22:45","2016-11-08 23:22:45"
4287,350,"株式会社ジェーアイシー",64,2,"10-11","2016-11-08 23:22:47","2016-11-08 23:22:47"
4288,350,"株式会社シースクェア",64,2,"8-9","2016-11-08 23:22:47","2016-11-08 23:22:47"
4289,350,"日本電子開発株式会社",64,3,"10-11","2016-11-08 23:22:47","2016-11-08 23:22:47"
4291,450,"株式会社ヘルツテック",64,2,"9-10","2016-11-08 23:22:47","2016-11-08 23:22:47"
4292,400,"株式会社スタジオ・アルカナ",64,2,"10-11","2016-11-08 23:22:47","2016-11-08 23:22:47"
4293,450,"株式会社スティルフィッシュ",64,2,"8-9","2016-11-08 23:22:47","2016-11-08 23:22:47"
4297,350,"株式会社シー・エム・エス",64,2,"10-11","2016-11-08 23:22:48","2016-11-08 23:22:48"
4299,350,"株式会社ＯＲＳＯ",64,2,"8-9","2016-11-08 23:22:48","2016-11-08 23:22:48"
4300,450,"株式会社ヒューマンオーク",64,2,"9-10","2016-11-08 23:22:48","2016-11-08 23:22:48"
4301,950,"イー・キャッシュ株式会社",64,2,"9-10","2016-11-08 23:22:48","2016-11-08 23:22:48"
4303,450,"株式会社スペースアルク",64,2,"8-9","2016-11-08 23:22:49","2016-11-08 23:22:49"
4305,550,"株式会社アプレッソ",64,2,"8-9","2016-11-08 23:22:49","2016-11-08 23:22:49"
4306,350,"株式会社スカイ",64,1,"8-9","2016-11-08 23:22:49","2016-11-08 23:22:49"
4307,350,"株式会社ソフトビジョン",64,2,"9-10","2016-11-08 23:22:49","2016-11-08 23:22:49"
4308,450,"株式会社キュリオシティ",64,2,"8-9","2016-11-08 23:22:50","2016-11-08 23:22:50"
4309,550,"株式会社情報数理研究所",64,2,"8-9","2016-11-08 23:22:50","2016-11-08 23:22:50"
4310,450,"株式会社三越情報サービス",64,2,"8-9","2016-11-08 23:22:50","2016-11-08 23:22:50"
4311,350,"アルバ株式会社",64,2,"9-10","2016-11-08 23:22:50","2016-11-08 23:22:50"
4312,450,"ソナー株式会社",64,2,"9-10","2016-11-08 23:22:50","2016-11-08 23:22:50"
4313,350,"株式会社シフト",64,2,"9-10","2016-11-08 23:22:50","2016-11-08 23:22:50"
4314,350,"エスビーサイバーパス株式会社",64,2,"8-9","2016-11-08 23:22:51","2016-11-08 23:22:51"
4315,350,"株式会社カフェグローブ・ドット・コム",64,2,"9-10","2016-11-08 23:22:51","2016-11-08 23:22:51"
4316,350,"プライム・システムズ株式会社",64,2,"9-10","2016-11-08 23:22:51","2016-11-08 23:22:51"
4317,450,"株式会社アイエムジー",64,2,"8-9","2016-11-08 23:22:51","2016-11-08 23:22:51"
4318,450,"株式会社アビ・グローバル",64,2,"8-9","2016-11-08 23:22:51","2016-11-08 23:22:51"
4320,350,"株式会社スリーエイシステム",63,2,"8-9","2016-11-08 23:22:51","2016-11-08 23:22:51"
4322,350,"株式会社システムライフ",63,2,"10-11","2016-11-08 23:22:52","2016-11-08 23:22:52"
4323,450,"株式会社イーセクター",63,2,"8-9","2016-11-08 23:22:52","2016-11-08 23:22:52"
4324,450,"福博印刷株式会社",63,2,"8-9","2016-11-08 23:22:52","2016-11-08 23:22:52"
4325,450,"株式会社創和サイエンス",63,2,"8-9","2016-11-08 23:22:52","2016-11-08 23:22:52"
4327,350,"株式会社インフォメーション・アーキテクチャ研究所",63,2,"10-11","2016-11-08 23:22:52","2016-11-08 23:22:52"
4328,350,"株式会社ＹＯＺＡＮ",63,2,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4330,350,"株式会社アトラス",63,2,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4331,400,"株式会社ＡＳＪ",63,1,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4332,350,"エム・ビー・エス株式会社",63,1,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4333,350,"株式会社テクノプロジェクト",63,2,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4334,350,"株式会社エスアイピー",62,2,"8-9","2016-11-08 23:22:53","2016-11-08 23:22:53"
4335,450,"キューエンタテインメント株式会社",62,2,"9-10","2016-11-08 23:22:53","2016-11-08 23:22:53"
4336,500,"株式会社サイバーフロント",62,2,"9-10","2016-11-08 23:22:54","2016-11-08 23:22:54"
4337,450,"株式会社中国日立情報システムズ",62,2,"9-10","2016-11-08 23:22:54","2016-11-08 23:22:54"
4338,350,"株式会社インターウォッチ",62,2,"8-9","2016-11-08 23:22:54","2016-11-08 23:22:54"
4340,350,"株式会社フィジオス",62,2,"10-11","2016-11-08 23:22:56","2016-11-08 23:22:56"
4342,550,"株式会社九州日立情報システムズ",62,2,"8-9","2016-11-08 23:22:56","2016-11-08 23:22:56"
4344,650,"パナソニックネットワークサービシズ株式会社",62,2,"8-9","2016-11-08 23:22:57","2016-11-08 23:22:57"
4345,350,"株式会社エヌ・ティ・ティ・データ・スミス",62,2,"8-9","2016-11-08 23:22:57","2016-11-08 23:22:57"
4346,393,"テクノプロエンジニアリング",61,2,"9-10","2016-11-08 23:22:57","2016-11-08 23:22:57"
4349,375,"株式会社ダイテック",61,2,"8-9","2016-11-08 23:22:57","2016-11-08 23:22:57"
4353,350,"株式会社クークー",61,2,"8-9","2016-11-08 23:22:58","2016-11-08 23:22:58"
4354,350,"バン・データ・システム株式会社",61,4,"8-9","2016-11-08 23:22:58","2016-11-08 23:22:58"
4355,350,"有限会社ピーエイチカンパニー",61,2,"9-10","2016-11-08 23:22:58","2016-11-08 23:22:58"
4356,350,"アイプラザ株式会社",61,2,"8-9","2016-11-08 23:22:58","2016-11-08 23:22:58"
4357,550,"株式会社デジタル・インフォ・プロデュース",61,2,"9-10","2016-11-08 23:22:58","2016-11-08 23:22:58"
4359,550,"アドクリエイション株式会社",61,2,"10-11","2016-11-08 23:22:59","2016-11-08 23:22:59"
4362,383,"株式会社ベイキューブシー",60,2,"9-10","2016-11-08 23:22:59","2016-11-08 23:22:59"
4363,417,"日本システムスタディ株式会社",60,6,"10-11","2016-11-08 23:22:59","2016-11-08 23:22:59"
4364,450,"株式会社ジョイント・アセットマネジメント",60,2,"8-9","2016-11-08 23:22:59","2016-11-08 23:22:59"
4365,350,"エムエスシステム株式会社",60,2,"8-9","2016-11-08 23:23:00","2016-11-08 23:23:00"
4366,450,"株式会社Coolpat",60,2,"8-9","2016-11-08 23:23:00","2016-11-08 23:23:00"
4367,350,"株式会社インターカタログネット",60,2,"10-11","2016-11-08 23:23:00","2016-11-08 23:23:00"
4368,350,"フォースクーナ株式会社",60,2,"8-9","2016-11-08 23:23:00","2016-11-08 23:23:00"
4370,550,"テラリコン・インコーポレイテッド",60,2,"8-9","2016-11-08 23:23:00","2016-11-08 23:23:00"
4371,450,"株式会社コムソフト",60,2,"10-11","2016-11-08 23:23:02","2016-11-08 23:23:02"
4373,450,"ビクターテクノブレーン株式会社",60,2,"9-10","2016-11-08 23:23:02","2016-11-08 23:23:02"
4374,750,"株式会社アルファブレーンコンサルタント",60,2,"9-10","2016-11-08 23:23:02","2016-11-08 23:23:02"
4376,350,"ウェブソア株式会社",59,2,"9-10","2016-11-08 23:23:03","2016-11-08 23:23:03"
4377,583,"株式会社インテリジェントウェイブ",59,2,"9-10","2016-11-08 23:23:03","2016-11-08 23:23:03"
4378,450,"株式会社メテオライズ",59,2,"10-11","2016-11-08 23:23:03","2016-11-08 23:23:03"
4379,350,"ＫＣＰ株式会社",59,1,"8-9","2016-11-08 23:23:03","2016-11-08 23:23:03"
4380,350,"株式会社湘南",59,2,"9-10","2016-11-08 23:23:03","2016-11-08 23:23:03"
4382,350,"株式会社システムアルファ",59,2,"8-9","2016-11-08 23:23:04","2016-11-08 23:23:04"
4384,300,"株式会社SEIコミュニケーションズ",58,2,"9-10","2016-11-08 23:23:04","2016-11-08 23:23:04"
4385,300,"東京ソフトウェア株式会社",58,2,"9-10","2016-11-08 23:23:04","2016-11-08 23:23:04"
4389,350,"株式会社カリス",58,1,"8-9","2016-11-08 23:23:06","2016-11-08 23:23:06"
4390,450,"株式会社スクウェア・エニックスモバイルスタジオ",58,2,"8-9","2016-11-08 23:23:06","2016-11-08 23:23:06"
4391,317,"共同コンピュータ株式会社",58,2,"8-9","2016-11-08 23:23:06","2016-11-08 23:23:06"
4392,400,"株式会社セルム・サテライトマネジメント",58,2,"9-10","2016-11-08 23:23:06","2016-11-08 23:23:06"
4393,300,"トリニティータークインターナショナル株式会社",58,2,"8-9","2016-11-08 23:23:07","2016-11-08 23:23:07"
4395,450,"株式会社エイビス",58,2,"9-10","2016-11-08 23:23:07","2016-11-08 23:23:07"
4398,350,"株式会社フュージョニア",57,2,"8-9","2016-11-08 23:23:07","2016-11-08 23:23:07"
4400,350,"株式会社アールストリーム",57,2,"10-11","2016-11-08 23:23:08","2016-11-08 23:23:08"
4401,350,"株式会社コムテップ",57,2,"9-10","2016-11-08 23:23:08","2016-11-08 23:23:08"
4402,450,"株式会社アクロックス",57,2,"9-10","2016-11-08 23:23:08","2016-11-08 23:23:08"
4405,350,"株式会社ジオン",55,3,"8-9","2016-11-08 23:23:08","2016-11-08 23:23:08"
4406,450,"株式会社オプト・ジャパン",55,2,"9-10","2016-11-08 23:23:09","2016-11-08 23:23:09"
4407,350,"有限会社エーツーシステム",54,2,"10-11","2016-11-08 23:23:09","2016-11-08 23:23:09"
4408,450,"株式会社システム工房東京",54,1,"8-9","2016-11-08 23:23:09","2016-11-08 23:23:09"
4409,350,"株式会社デジタルデザイン",54,2,"9-10","2016-11-08 23:23:09","2016-11-08 23:23:09"
4411,450,"株式会社ヒューマンキャピタル",53,2,"8-9","2016-11-08 23:23:09","2016-11-08 23:23:09"
4412,400,"株式会社コスメディア",52,2,"9-10","2016-11-08 23:23:09","2016-11-08 23:23:09"
4413,350,"日立コンピュータエレクトロニクス",52,2,"9-10","2016-11-08 23:23:09","2016-11-08 23:23:09"
4414,650,"株式会社シーエスシー",48,2,"9-10","2016-11-08 23:23:11","2016-11-08 23:23:11"
4416,350,"株式会社ジャックインザボックス",46,2,"8-9","2016-11-08 23:23:11","2016-11-08 23:23:11"
4417,350,"株式会社サイバープロ",46,2,"8-9","2016-11-08 23:23:11","2016-11-08 23:23:11"
4530,450,"Tencent",80,1,"9-10","2016-11-08 23:23:40","2016-11-08 23:23:40"
4531,433,"株式会社オプト",78,1,"10-11","2016-11-08 23:23:40","2016-11-08 23:23:40"
4532,650,"株式会社ファーストステップ",76,1,"10-11","2016-11-08 23:23:41","2016-11-08 23:23:41"
4533,550,"株式会社サリオンシステムズリサーチ",76,1,"9-10","2016-11-08 23:23:41","2016-11-08 23:23:41"
4537,450,"株式会社VASILY",75,1,"10-11","2016-11-08 23:23:41","2016-11-08 23:23:41"
4541,350,"有限会社メディアランプ",74,1,"9-10","2016-11-08 23:23:42","2016-11-08 23:23:42"
4545,400,"株式会社ピーエスエス",72,3,"8-9","2016-11-08 23:23:42","2016-11-08 23:23:42"
4552,400,"株式会社ユニアワークス",70,1,"8-9","2016-11-08 23:23:44","2016-11-08 23:23:44"
4556,850,"株式会社ＫＧＫエンジニアリング",70,1,"8-9","2016-11-08 23:23:44","2016-11-08 23:23:44"
4558,750,"リアライズ・モバイル・コミュニケーションズ株式会社",69,3,"8-9","2016-11-08 23:23:45","2016-11-08 23:23:45"
4561,650,"株式会社アセットシステム",69,1,"8-9","2016-11-08 23:23:45","2016-11-08 23:23:45"
4564,350,"株式会社エーアイパシフィック",68,1,"8-9","2016-11-08 23:23:46","2016-11-08 23:23:46"
4565,650,"株式会社ユニコーン",68,1,"8-9","2016-11-08 23:23:46","2016-11-08 23:23:46"
4572,650,"十条電子株式会社",67,1,"10-11","2016-11-08 23:23:47","2016-11-08 23:23:47"
4573,350,"アイザックシステムズ株式会社",66,1,"8-9","2016-11-08 23:23:47","2016-11-08 23:23:47"
4574,475,"maneo株式会社",66,1,"8-9","2016-11-08 23:23:47","2016-11-08 23:23:47"
4577,350,"ＰＣＩホールディングス株式会社",66,1,"9-10","2016-11-08 23:23:47","2016-11-08 23:23:47"
4578,750,"メディアラグ株式会社",65,1,"10-11","2016-11-08 23:23:48","2016-11-08 23:23:48"
4579,350,"株式会社ソフネット",64,1,"9-10","2016-11-08 23:23:48","2016-11-08 23:23:48"
4580,350,"システムウッド株式会社",64,1,"9-10","2016-11-08 23:23:48","2016-11-08 23:23:48"
4582,450,"株式会社セリック",64,1,"9-10","2016-11-08 23:23:48","2016-11-08 23:23:48"
4583,350,"株式会社シーグリーン",64,1,"10-11","2016-11-08 23:23:48","2016-11-08 23:23:48"
4586,450,"株式会社アイ・ウェイブ・デザイン",64,1,"10-11","2016-11-08 23:23:49","2016-11-08 23:23:49"
4587,450,"ケイ・アイシステム株式会社",63,1,"9-10","2016-11-08 23:23:49","2016-11-08 23:23:49"
4588,550,"株式会社アイエムエム",63,1,"9-10","2016-11-08 23:23:49","2016-11-08 23:23:49"
4589,350,"リプライス株式会社",62,1,"8-9","2016-11-08 23:23:51","2016-11-08 23:23:51"
4590,550,"（株）ケイ・シー・シー",61,1,"10-11","2016-11-08 23:23:51","2016-11-08 23:23:51"
4591,350,"株式会社トライアッシュ",60,1,"8-9","2016-11-08 23:23:51","2016-11-08 23:23:51"
4593,650,"株式会社マーベリック",59,1,"9-10","2016-11-08 23:23:52","2016-11-08 23:23:52"
4594,350,"となみ衛星通信テレビ株式会社",59,1,"9-10","2016-11-08 23:23:52","2016-11-08 23:23:52"
4596,1050,"インフィネラジャパン株式会社",57,1,"9-10","2016-11-08 23:23:52","2016-11-08 23:23:52"
4599,400,"KITシステムズ株式会社",56,1,"10-11","2016-11-08 23:23:53","2016-11-08 23:23:53"
4601,300,"株式会社ウェルネット",54,1,"10-11","2016-11-08 23:23:54","2016-11-08 23:23:54"
4603,350,"株式会社パル",52,1,"9-10","2016-11-08 23:23:55","2016-11-08 23:23:55"
4604,350,"株式会社Ｋａｒｉｇｏ",52,1,"8-9","2016-11-08 23:23:55","2016-11-08 23:23:55"
4605,300,"株式会社ニッポンテクニカルサービス",52,1,"9-10","2016-11-08 23:23:55","2016-11-08 23:23:55"
4633,350,"ノーステックテレコム株式会社",77,5,"8-9","2016-11-08 23:24:01","2016-11-08 23:24:01"
4634,450,"株式会社ハイファイブ",73,2,"8-9","2016-11-08 23:24:02","2016-11-08 23:24:02"
